savings_id,customer_id,monthly_savings,savings_balance,savings_rate,emergency_fund_status
SAV-02922,CUST-02922,508.94,38348.38,0.1285,Fully Funded
SAV-02923,CUST-02923,1281.74,79387.02,0.1846,Fully Funded
SAV-02924,CUST-02924,1431.52,140610.27,0.1657,Fully Funded
SAV-02925,CUST-02925,651.37,17066.24,0.1018,Partially Funded
SAV-02926,CUST-02926,651.17,47238.6,0.1733,Fully Funded
SAV-02927,CUST-02927,2126.23,123380.08,0.1991,Fully Funded
SAV-02928,CUST-02928,985.34,59348.68,0.2391,Fully Funded
SAV-02929,CUST-02929,332.72,16216.58,0.1683,Fully Funded
SAV-02930,CUST-02930,1005.83,21330.96,0.1704,Partially Funded
SAV-02931,CUST-02931,1660.86,38978.47,0.1378,Partially Funded
SAV-02932,CUST-02932,841.05,88313.22,0.1461,Fully Funded
SAV-02933,CUST-02933,1281.1,25810.4,0.1774,Partially Funded
SAV-02934,CUST-02934,818.43,69727.84,0.1592,Fully Funded
SAV-02935,CUST-02935,1770.8,126386.94,0.126,Fully Funded
SAV-02936,CUST-02936,532.6,49346.2,0.0688,Fully Funded
SAV-02937,CUST-02937,809.49,33689.31,0.1849,Fully Funded
SAV-02938,CUST-02938,1995.25,126690.97,0.1743,Fully Funded
SAV-02939,CUST-02939,737.56,29346.53,0.207,Fully Funded
SAV-02940,CUST-02940,1233.59,67888.71,0.1948,Fully Funded
SAV-02941,CUST-02941,481.21,29695.14,0.1527,Fully Funded
SAV-02942,CUST-02942,916.55,18484.97,0.2121,Fully Funded
SAV-02943,CUST-02943,423.72,20578.34,0.1436,Fully Funded
SAV-02944,CUST-02944,1398.02,26490.56,0.256,Fully Funded
SAV-02945,CUST-02945,404.23,5572.02,0.0872,Low
SAV-02946,CUST-02946,146.87,2512.44,0.1299,Partially Funded
SAV-02947,CUST-02947,486.4,5061.24,0.0727,No Fund
SAV-02948,CUST-02948,958.13,113243.4,0.1986,Fully Funded
SAV-02949,CUST-02949,1148.01,30508.37,0.185,Fully Funded
SAV-02950,CUST-02950,1151.34,42470.7,0.1243,Fully Funded
SAV-02951,CUST-02951,570.86,30660.31,0.1899,Fully Funded
SAV-02952,CUST-02952,944.72,26588.05,0.1184,Partially Funded
SAV-02953,CUST-02953,3067.06,60040.27,0.1302,Partially Funded
SAV-02954,CUST-02954,1756.15,102204.07,0.2112,Fully Funded
SAV-02955,CUST-02955,297.24,6791.97,0.1072,Partially Funded
SAV-02956,CUST-02956,191.2,9662.71,0.1827,Fully Funded
SAV-02957,CUST-02957,3157.49,191072.44,0.2074,Fully Funded
SAV-02958,CUST-02958,592.3,27199.45,0.1619,Fully Funded
SAV-02959,CUST-02959,765.97,18516.66,0.1237,Partially Funded
SAV-02960,CUST-02960,204.61,7060.93,0.1612,Fully Funded
SAV-02961,CUST-02961,150.2,13590.89,0.1046,Fully Funded
SAV-02962,CUST-02962,537.33,43438.89,0.0835,Fully Funded
SAV-02963,CUST-02963,1394.69,17578.99,0.2102,Partially Funded
SAV-02964,CUST-02964,1865.38,160618.55,0.1889,Fully Funded
SAV-02965,CUST-02965,830.23,23465.96,0.1196,Partially Funded
SAV-02966,CUST-02966,961.84,33800.64,0.132,Fully Funded
SAV-02967,CUST-02967,335.56,37394.0,0.1369,Fully Funded
SAV-02968,CUST-02968,644.63,58764.3,0.1421,Fully Funded
SAV-02969,CUST-02969,642.16,31089.51,0.1221,Fully Funded
SAV-02970,CUST-02970,1378.88,137241.72,0.1247,Fully Funded
SAV-02971,CUST-02971,422.91,24628.51,0.1656,Fully Funded
SAV-02972,CUST-02972,1096.0,17123.93,0.1774,Partially Funded
SAV-02973,CUST-02973,880.71,24006.18,0.2325,Fully Funded
SAV-02974,CUST-02974,423.09,21984.77,0.15,Fully Funded
SAV-02975,CUST-02975,495.81,8037.9,0.0777,Low
SAV-02976,CUST-02976,1596.41,53790.56,0.1802,Fully Funded
SAV-02977,CUST-02977,678.24,52820.1,0.0994,Fully Funded
SAV-02978,CUST-02978,2281.09,201275.6,0.2346,Fully Funded
SAV-02979,CUST-02979,1117.54,87341.76,0.1443,Fully Funded
SAV-02980,CUST-02980,838.66,55127.84,0.1659,Fully Funded
SAV-02981,CUST-02981,1617.18,45274.51,0.1994,Fully Funded
SAV-02982,CUST-02982,897.83,55649.23,0.1845,Fully Funded
SAV-02983,CUST-02983,1232.44,58192.5,0.1475,Fully Funded
SAV-02984,CUST-02984,105.86,9148.99,0.089,Fully Funded
SAV-02985,CUST-02985,88.35,4860.27,0.0655,Partially Funded
SAV-02986,CUST-02986,762.65,84919.97,0.0994,Fully Funded
SAV-02987,CUST-02987,113.32,4232.35,0.1331,Fully Funded
SAV-02988,CUST-02988,1775.11,152199.14,0.1479,Fully Funded
SAV-02989,CUST-02989,607.25,29498.28,0.15,Fully Funded
SAV-02990,CUST-02990,1279.2,93714.29,0.3143,Fully Funded
SAV-02991,CUST-02991,188.06,2767.5,0.1508,Low
SAV-02992,CUST-02992,765.76,39475.08,0.1668,Fully Funded
SAV-02993,CUST-02993,194.47,7055.32,0.1495,Fully Funded
SAV-02994,CUST-02994,738.8,53220.37,0.1471,Fully Funded
SAV-02995,CUST-02995,757.06,49302.57,0.1695,Fully Funded
SAV-02996,CUST-02996,1228.13,82152.12,0.2114,Fully Funded
SAV-02997,CUST-02997,182.23,10399.45,0.1533,Fully Funded
SAV-02998,CUST-02998,137.85,3804.05,0.1616,Partially Funded
SAV-02999,CUST-02999,650.73,72635.01,0.1183,Fully Funded
SAV-03000,CUST-03000,1935.0,130818.34,0.2425,Fully Funded
SAV-03001,CUST-03001,573.17,20338.95,0.1811,Fully Funded
SAV-03002,CUST-03002,782.56,45590.43,0.1466,Fully Funded
SAV-03003,CUST-03003,425.13,18101.21,0.105,Partially Funded
SAV-03004,CUST-03004,637.7,41977.74,0.1314,Fully Funded
SAV-03005,CUST-03005,584.13,25572.81,0.1876,Fully Funded
SAV-03006,CUST-03006,368.15,30409.49,0.0665,Fully Funded
SAV-03007,CUST-03007,1278.87,31506.4,0.2433,Fully Funded
SAV-03008,CUST-03008,1897.67,162399.94,0.1732,Fully Funded
SAV-03009,CUST-03009,603.58,21600.94,0.134,Fully Funded
SAV-03010,CUST-03010,1624.79,56690.18,0.1543,Fully Funded
SAV-03011,CUST-03011,557.72,20799.81,0.1641,Fully Funded
SAV-03012,CUST-03012,835.98,25062.03,0.1084,Partially Funded
SAV-03013,CUST-03013,1221.03,43162.62,0.1321,Partially Funded
SAV-03014,CUST-03014,1155.13,66802.91,0.313,Fully Funded
SAV-03015,CUST-03015,1402.01,126310.19,0.108,Fully Funded
SAV-03016,CUST-03016,2871.36,117183.75,0.159,Fully Funded
SAV-03017,CUST-03017,2079.68,77376.12,0.1923,Fully Funded
SAV-03018,CUST-03018,496.08,29902.5,0.1142,Fully Funded
SAV-03019,CUST-03019,1239.64,64037.81,0.1251,Fully Funded
SAV-03020,CUST-03020,1326.8,74621.95,0.167,Fully Funded
SAV-03021,CUST-03021,419.0,5309.91,0.1011,Low
SAV-03022,CUST-03022,925.65,15466.72,0.2412,Fully Funded
SAV-03023,CUST-03023,805.22,36564.99,0.1512,Fully Funded
SAV-03024,CUST-03024,918.3,57791.84,0.178,Fully Funded
SAV-03025,CUST-03025,656.39,29844.27,0.1466,Fully Funded
SAV-03026,CUST-03026,1503.57,36740.45,0.1641,Partially Funded
SAV-03027,CUST-03027,1122.56,27579.13,0.2264,Fully Funded
SAV-03028,CUST-03028,1301.14,75969.91,0.2029,Fully Funded
SAV-03029,CUST-03029,1111.09,102000.41,0.2859,Fully Funded
SAV-03030,CUST-03030,125.67,4061.41,0.1932,Fully Funded
SAV-03031,CUST-03031,720.23,19616.48,0.157,Partially Funded
SAV-03032,CUST-03032,243.13,14685.2,0.1425,Fully Funded
SAV-03033,CUST-03033,648.62,44921.67,0.1049,Fully Funded
SAV-03034,CUST-03034,392.68,9047.91,0.1031,Partially Funded
SAV-03035,CUST-03035,934.61,29226.78,0.1788,Fully Funded
SAV-03036,CUST-03036,953.63,52694.48,0.1346,Fully Funded
SAV-03037,CUST-03037,1112.65,28972.54,0.1682,Fully Funded
SAV-03038,CUST-03038,959.57,26515.43,0.2507,Fully Funded
SAV-03039,CUST-03039,661.4,9703.03,0.0962,Low
SAV-03040,CUST-03040,771.88,42883.65,0.1165,Fully Funded
SAV-03041,CUST-03041,474.36,13491.02,0.0729,Low
SAV-03042,CUST-03042,409.15,32065.53,0.1994,Fully Funded
SAV-03043,CUST-03043,716.68,10992.71,0.1066,Low
SAV-03044,CUST-03044,512.88,21228.69,0.1633,Fully Funded
SAV-03045,CUST-03045,1068.39,33259.22,0.1922,Fully Funded
SAV-03046,CUST-03046,952.81,46438.83,0.2066,Fully Funded
SAV-03047,CUST-03047,794.42,33394.53,0.1303,Fully Funded
SAV-03048,CUST-03048,2164.78,164525.92,0.2803,Fully Funded
SAV-03049,CUST-03049,1083.47,66131.13,0.0962,Fully Funded
SAV-03050,CUST-03050,713.31,12599.5,0.1806,Partially Funded
SAV-03051,CUST-03051,425.13,46398.23,0.0947,Fully Funded
SAV-03052,CUST-03052,1320.15,53349.81,0.1743,Fully Funded
SAV-03053,CUST-03053,1681.93,76098.5,0.2285,Fully Funded
SAV-03054,CUST-03054,1412.82,64148.49,0.2097,Fully Funded
SAV-03055,CUST-03055,1836.03,29892.94,0.2495,Fully Funded
SAV-03056,CUST-03056,509.48,30449.36,0.0942,Fully Funded
SAV-03057,CUST-03057,1025.26,61631.01,0.1885,Fully Funded
SAV-03058,CUST-03058,622.2,36634.16,0.1497,Fully Funded
SAV-03059,CUST-03059,255.9,11278.15,0.0733,Partially Funded
SAV-03060,CUST-03060,899.0,13618.45,0.1639,Partially Funded
SAV-03061,CUST-03061,1519.28,18983.96,0.1709,Low
SAV-03062,CUST-03062,2881.17,225799.09,0.2042,Fully Funded
SAV-03063,CUST-03063,174.44,11944.85,0.1579,Fully Funded
SAV-03064,CUST-03064,711.88,55129.31,0.183,Fully Funded
SAV-03065,CUST-03065,1063.14,78211.17,0.149,Fully Funded
SAV-03066,CUST-03066,341.94,9709.59,0.1787,Fully Funded
SAV-03067,CUST-03067,439.75,20052.61,0.074,Partially Funded
SAV-03068,CUST-03068,483.17,18448.84,0.1521,Fully Funded
SAV-03069,CUST-03069,144.92,5082.68,0.1481,Fully Funded
SAV-03070,CUST-03070,2202.84,133205.09,0.2086,Fully Funded
SAV-03071,CUST-03071,613.27,28062.81,0.1382,Fully Funded
SAV-03072,CUST-03072,261.74,20291.44,0.0597,Partially Funded
SAV-03073,CUST-03073,1350.1,31059.04,0.1776,Partially Funded
SAV-03074,CUST-03074,381.8,16068.98,0.1203,Fully Funded
SAV-03075,CUST-03075,643.44,52360.88,0.1378,Fully Funded
SAV-03076,CUST-03076,779.74,25364.79,0.0869,Partially Funded
SAV-03077,CUST-03077,998.03,22844.59,0.1452,Partially Funded
SAV-03078,CUST-03078,1777.63,101458.76,0.1463,Fully Funded
SAV-03079,CUST-03079,1223.2,112663.66,0.1087,Fully Funded
SAV-03080,CUST-03080,200.67,8750.52,0.0747,Partially Funded
SAV-03081,CUST-03081,503.76,29432.48,0.0902,Fully Funded
SAV-03082,CUST-03082,570.91,24753.48,0.1441,Fully Funded
SAV-03083,CUST-03083,670.36,10917.75,0.1129,Low
SAV-03084,CUST-03084,897.66,48151.02,0.2324,Fully Funded
SAV-03085,CUST-03085,73.2,4546.85,0.1222,Fully Funded
SAV-03086,CUST-03086,1534.16,62307.96,0.2383,Fully Funded
SAV-03087,CUST-03087,545.28,35101.75,0.1065,Fully Funded
SAV-03088,CUST-03088,483.14,19624.71,0.2044,Fully Funded
SAV-03089,CUST-03089,3313.36,259468.78,0.2013,Fully Funded
SAV-03090,CUST-03090,314.72,6223.95,0.1043,Low
SAV-03091,CUST-03091,1503.91,61227.12,0.1029,Partially Funded
SAV-03092,CUST-03092,2270.85,139978.18,0.2775,Fully Funded
SAV-03093,CUST-03093,940.94,86414.56,0.1539,Fully Funded
SAV-03094,CUST-03094,434.25,44299.58,0.0791,Fully Funded
SAV-03095,CUST-03095,901.13,10914.01,0.1566,Low
SAV-03096,CUST-03096,304.97,21147.8,0.1368,Fully Funded
SAV-03097,CUST-03097,514.45,8500.64,0.1588,Partially Funded
SAV-03098,CUST-03098,1071.49,110863.22,0.1526,Fully Funded
SAV-03099,CUST-03099,1202.99,122576.81,0.223,Fully Funded
SAV-03100,CUST-03100,723.37,31586.68,0.1571,Fully Funded
SAV-03101,CUST-03101,1608.48,50068.87,0.2107,Fully Funded
SAV-03102,CUST-03102,573.59,30949.52,0.0914,Fully Funded
SAV-03103,CUST-03103,393.72,9934.89,0.0752,Low
SAV-03104,CUST-03104,803.54,70251.37,0.1672,Fully Funded
SAV-03105,CUST-03105,162.02,7723.69,0.0996,Partially Funded
SAV-03106,CUST-03106,1117.49,109470.47,0.1056,Fully Funded
SAV-03107,CUST-03107,2191.59,145321.11,0.2708,Fully Funded
SAV-03108,CUST-03108,1702.45,189711.44,0.1892,Fully Funded
SAV-03109,CUST-03109,2531.19,46359.65,0.3178,Fully Funded
SAV-03110,CUST-03110,1031.25,88022.69,0.1547,Fully Funded
SAV-03111,CUST-03111,1256.59,90876.06,0.1658,Fully Funded
SAV-03112,CUST-03112,875.85,44063.79,0.2401,Fully Funded
SAV-03113,CUST-03113,1301.59,52223.12,0.135,Fully Funded
SAV-03114,CUST-03114,817.32,60472.98,0.1813,Fully Funded
SAV-03115,CUST-03115,107.29,9332.2,0.1327,Fully Funded
SAV-03116,CUST-03116,423.19,39262.13,0.124,Fully Funded
SAV-03117,CUST-03117,381.89,8353.59,0.0913,Low
SAV-03118,CUST-03118,950.79,78832.46,0.1599,Fully Funded
SAV-03119,CUST-03119,1672.49,103484.68,0.2547,Fully Funded
SAV-03120,CUST-03120,1260.33,62114.6,0.1492,Fully Funded
SAV-03121,CUST-03121,831.17,57886.98,0.1306,Fully Funded
SAV-03122,CUST-03122,719.38,71441.91,0.1349,Fully Funded
SAV-03123,CUST-03123,1545.43,33676.45,0.1704,Partially Funded
SAV-03124,CUST-03124,1796.38,55118.69,0.2449,Fully Funded
SAV-03125,CUST-03125,2485.2,167464.57,0.2177,Fully Funded
SAV-03126,CUST-03126,215.01,19513.19,0.1215,Fully Funded
SAV-03127,CUST-03127,656.39,49000.91,0.0929,Fully Funded
SAV-03128,CUST-03128,1855.05,41834.14,0.1817,Partially Funded
SAV-03129,CUST-03129,322.99,11157.3,0.0754,Partially Funded
SAV-03130,CUST-03130,786.48,21287.2,0.1334,Partially Funded
SAV-03131,CUST-03131,2000.48,114547.57,0.2071,Fully Funded
SAV-03132,CUST-03132,383.42,24169.99,0.1335,Fully Funded
SAV-03133,CUST-03133,446.79,22477.6,0.1156,Fully Funded
SAV-03134,CUST-03134,671.13,41823.1,0.1709,Fully Funded
SAV-03135,CUST-03135,795.0,26893.86,0.1818,Fully Funded
SAV-03136,CUST-03136,832.49,47940.88,0.1719,Fully Funded
SAV-03137,CUST-03137,614.64,30470.27,0.0919,Partially Funded
SAV-03138,CUST-03138,1785.33,26106.73,0.1039,Low
SAV-03139,CUST-03139,810.36,58187.57,0.1863,Fully Funded
SAV-03140,CUST-03140,587.13,14492.34,0.1456,Partially Funded
SAV-03141,CUST-03141,1837.85,35363.76,0.1592,Partially Funded
SAV-03142,CUST-03142,95.88,2834.59,0.1648,Fully Funded
SAV-03143,CUST-03143,950.45,20762.14,0.1978,Fully Funded
SAV-03144,CUST-03144,403.68,8561.65,0.0815,Low
SAV-03145,CUST-03145,1674.16,100817.24,0.1201,Fully Funded
SAV-03146,CUST-03146,1637.83,34789.06,0.1703,Partially Funded
SAV-03147,CUST-03147,907.31,60331.15,0.1828,Fully Funded
SAV-03148,CUST-03148,766.2,47382.62,0.1267,Fully Funded
SAV-03149,CUST-03149,703.64,19083.4,0.1767,Fully Funded
SAV-03150,CUST-03150,1185.45,65329.75,0.1379,Fully Funded
SAV-03151,CUST-03151,1296.25,54899.0,0.2824,Fully Funded
SAV-03152,CUST-03152,474.4,14080.56,0.1202,Partially Funded
SAV-03153,CUST-03153,2959.09,148905.48,0.2085,Fully Funded
SAV-03154,CUST-03154,352.39,7356.33,0.1404,Partially Funded
SAV-03155,CUST-03155,94.65,7574.3,0.1091,Fully Funded
SAV-03156,CUST-03156,1006.8,35406.76,0.2033,Fully Funded
SAV-03157,CUST-03157,1023.5,79636.11,0.1803,Fully Funded
SAV-03158,CUST-03158,1286.41,78107.86,0.245,Fully Funded
SAV-03159,CUST-03159,689.4,50223.17,0.1089,Fully Funded
SAV-03160,CUST-03160,1534.55,96372.48,0.1853,Fully Funded
SAV-03161,CUST-03161,244.0,14176.04,0.0837,Fully Funded
SAV-03162,CUST-03162,716.83,66303.48,0.1653,Fully Funded
SAV-03163,CUST-03163,1112.45,77985.87,0.1303,Fully Funded
SAV-03164,CUST-03164,1614.8,59362.07,0.2972,Fully Funded
SAV-03165,CUST-03165,179.8,5627.13,0.0981,Partially Funded
SAV-03166,CUST-03166,256.55,14177.78,0.2243,Fully Funded
SAV-03167,CUST-03167,844.93,44113.13,0.2088,Fully Funded
SAV-03168,CUST-03168,2355.64,183876.39,0.2241,Fully Funded
SAV-03169,CUST-03169,1274.79,60257.95,0.2279,Fully Funded
SAV-03170,CUST-03170,1245.88,80261.35,0.1388,Fully Funded
SAV-03171,CUST-03171,880.37,57777.3,0.1565,Fully Funded
SAV-03172,CUST-03172,2002.21,134146.13,0.2698,Fully Funded
SAV-03173,CUST-03173,712.08,39087.28,0.1777,Fully Funded
SAV-03174,CUST-03174,1168.09,119850.94,0.1249,Fully Funded
SAV-03175,CUST-03175,1251.08,13101.96,0.2547,Partially Funded
SAV-03176,CUST-03176,600.98,12659.04,0.1163,Partially Funded
SAV-03177,CUST-03177,132.43,3727.61,0.1209,Partially Funded
SAV-03178,CUST-03178,2669.84,81153.74,0.2424,Fully Funded
SAV-03179,CUST-03179,1113.82,90179.08,0.1681,Fully Funded
SAV-03180,CUST-03180,1270.5,31325.37,0.1522,Partially Funded
SAV-03181,CUST-03181,1092.1,33627.27,0.117,Partially Funded
SAV-03182,CUST-03182,1529.51,50251.09,0.1123,Partially Funded
SAV-03183,CUST-03183,1433.24,165817.73,0.2083,Fully Funded
SAV-03184,CUST-03184,420.89,11410.46,0.1523,Partially Funded
SAV-03185,CUST-03185,538.37,50395.5,0.1387,Fully Funded
SAV-03186,CUST-03186,1325.03,158873.88,0.1885,Fully Funded
SAV-03187,CUST-03187,3488.42,157783.87,0.2384,Fully Funded
SAV-03188,CUST-03188,779.76,55731.85,0.141,Fully Funded
SAV-03189,CUST-03189,1314.56,68042.18,0.1514,Fully Funded
SAV-03190,CUST-03190,1586.2,60666.61,0.2474,Fully Funded
SAV-03191,CUST-03191,1055.77,60408.08,0.1783,Fully Funded
SAV-03192,CUST-03192,403.65,32335.22,0.1056,Fully Funded
SAV-03193,CUST-03193,382.68,37706.98,0.1262,Fully Funded
SAV-03194,CUST-03194,2129.92,192904.16,0.2341,Fully Funded
SAV-03195,CUST-03195,1000.08,60067.21,0.1422,Fully Funded
SAV-03196,CUST-03196,796.32,53651.27,0.1323,Fully Funded
SAV-03197,CUST-03197,422.04,21384.25,0.1767,Fully Funded
SAV-03198,CUST-03198,792.25,38475.89,0.1886,Fully Funded
SAV-03199,CUST-03199,329.32,27158.0,0.216,Fully Funded
SAV-03200,CUST-03200,529.86,24422.41,0.2032,Fully Funded
SAV-03201,CUST-03201,775.37,42285.55,0.212,Fully Funded
SAV-03202,CUST-03202,403.84,34124.0,0.2075,Fully Funded
SAV-03203,CUST-03203,921.99,62330.23,0.1164,Fully Funded
SAV-03204,CUST-03204,1067.03,27810.93,0.1615,Partially Funded
SAV-03205,CUST-03205,2206.11,131938.17,0.198,Fully Funded
SAV-03206,CUST-03206,738.3,59232.25,0.1538,Fully Funded
SAV-03207,CUST-03207,931.62,30323.89,0.1227,Partially Funded
SAV-03208,CUST-03208,655.92,10572.14,0.177,Partially Funded
SAV-03209,CUST-03209,963.12,43270.87,0.3163,Fully Funded
SAV-03210,CUST-03210,1297.72,63390.69,0.1504,Fully Funded
SAV-03211,CUST-03211,731.86,54255.16,0.1627,Fully Funded
SAV-03212,CUST-03212,817.71,48957.46,0.1122,Fully Funded
SAV-03213,CUST-03213,568.7,22394.22,0.1341,Fully Funded
SAV-03214,CUST-03214,1106.62,33588.06,0.1981,Fully Funded
SAV-03215,CUST-03215,579.39,57588.25,0.2104,Fully Funded
SAV-03216,CUST-03216,1806.4,177571.9,0.2397,Fully Funded
SAV-03217,CUST-03217,1255.34,71175.4,0.1627,Fully Funded
SAV-03218,CUST-03218,1688.78,71503.07,0.152,Fully Funded
SAV-03219,CUST-03219,812.01,47922.78,0.1225,Fully Funded
SAV-03220,CUST-03220,875.01,27693.06,0.2134,Fully Funded
SAV-03221,CUST-03221,1311.97,29344.81,0.242,Fully Funded
SAV-03222,CUST-03222,1038.42,59759.68,0.1311,Fully Funded
SAV-03223,CUST-03223,575.86,26715.03,0.1576,Fully Funded
SAV-03224,CUST-03224,656.0,54487.34,0.1265,Fully Funded
SAV-03225,CUST-03225,486.77,34130.37,0.0826,Fully Funded
SAV-03226,CUST-03226,315.29,19959.69,0.2389,Fully Funded
SAV-03227,CUST-03227,1489.66,31292.28,0.1826,Partially Funded
SAV-03228,CUST-03228,1070.33,48624.8,0.1023,Fully Funded
SAV-03229,CUST-03229,468.04,13953.63,0.1706,Fully Funded
SAV-03230,CUST-03230,937.76,51139.01,0.2353,Fully Funded
SAV-03231,CUST-03231,1141.16,71167.49,0.2066,Fully Funded
SAV-03232,CUST-03232,1273.75,70532.94,0.1657,Fully Funded
SAV-03233,CUST-03233,1179.74,57533.6,0.1607,Fully Funded
SAV-03234,CUST-03234,1104.2,69791.74,0.1283,Fully Funded
SAV-03235,CUST-03235,253.15,4327.31,0.0829,Low
SAV-03236,CUST-03236,1453.92,46706.34,0.1955,Fully Funded
SAV-03237,CUST-03237,888.57,39337.78,0.1628,Fully Funded
SAV-03238,CUST-03238,1612.46,112856.44,0.2315,Fully Funded
SAV-03239,CUST-03239,501.7,18076.83,0.0954,Partially Funded
SAV-03240,CUST-03240,282.66,22426.38,0.0978,Fully Funded
SAV-03241,CUST-03241,766.13,72840.74,0.1623,Fully Funded
SAV-03242,CUST-03242,1892.99,85190.27,0.2383,Fully Funded
SAV-03243,CUST-03243,2098.74,49676.35,0.1976,Fully Funded
SAV-03244,CUST-03244,1171.81,79772.68,0.1944,Fully Funded
SAV-03245,CUST-03245,977.36,27959.49,0.1303,Partially Funded
SAV-03246,CUST-03246,1068.63,39034.19,0.1454,Fully Funded
SAV-03247,CUST-03247,783.05,18357.38,0.0897,Low
SAV-03248,CUST-03248,1524.45,88047.15,0.2038,Fully Funded
SAV-03249,CUST-03249,94.38,6320.88,0.0535,Partially Funded
SAV-03250,CUST-03250,1250.35,127386.99,0.2162,Fully Funded
SAV-03251,CUST-03251,356.54,31807.99,0.0771,Fully Funded
SAV-03252,CUST-03252,1508.66,96034.2,0.2399,Fully Funded
SAV-03253,CUST-03253,862.36,51109.24,0.2073,Fully Funded
SAV-03254,CUST-03254,497.99,7707.37,0.2304,Partially Funded
SAV-03255,CUST-03255,818.71,26221.46,0.1348,Partially Funded
SAV-03256,CUST-03256,475.94,21734.2,0.132,Fully Funded
SAV-03257,CUST-03257,1641.44,65449.17,0.1818,Fully Funded
SAV-03258,CUST-03258,1258.34,46345.83,0.1408,Fully Funded
SAV-03259,CUST-03259,426.76,21894.95,0.1336,Fully Funded
SAV-03260,CUST-03260,1272.25,88038.22,0.215,Fully Funded
SAV-03261,CUST-03261,245.7,13601.51,0.1043,Fully Funded
SAV-03262,CUST-03262,2652.6,63925.72,0.2396,Fully Funded
SAV-03263,CUST-03263,787.52,47067.82,0.1205,Fully Funded
SAV-03264,CUST-03264,908.08,32524.12,0.0863,Partially Funded
SAV-03265,CUST-03265,204.59,23392.07,0.0674,Fully Funded
SAV-03266,CUST-03266,871.21,27602.26,0.1513,Fully Funded
SAV-03267,CUST-03267,1468.42,19539.28,0.1475,Low
SAV-03268,CUST-03268,710.09,40583.58,0.1088,Fully Funded
SAV-03269,CUST-03269,751.37,78191.29,0.1102,Fully Funded
SAV-03270,CUST-03270,1233.17,16879.68,0.1455,Low
SAV-03271,CUST-03271,722.85,21875.27,0.124,Partially Funded
SAV-03272,CUST-03272,665.44,34546.75,0.1139,Fully Funded
SAV-03273,CUST-03273,1309.72,92523.26,0.2238,Fully Funded
SAV-03274,CUST-03274,322.48,30414.5,0.1212,Fully Funded
SAV-03275,CUST-03275,542.58,15473.44,0.0596,Low
SAV-03276,CUST-03276,637.03,55118.62,0.1736,Fully Funded
SAV-03277,CUST-03277,2212.68,170673.99,0.1904,Fully Funded
SAV-03278,CUST-03278,374.1,10417.26,0.2854,Fully Funded
SAV-03279,CUST-03279,638.23,51573.6,0.1886,Fully Funded
SAV-03280,CUST-03280,632.64,9969.14,0.1408,Partially Funded
SAV-03281,CUST-03281,295.75,3513.76,0.3168,Fully Funded
SAV-03282,CUST-03282,1004.01,71204.96,0.2139,Fully Funded
SAV-03283,CUST-03283,528.74,38845.87,0.1107,Fully Funded
SAV-03284,CUST-03284,198.82,9312.06,0.2479,Fully Funded
SAV-03285,CUST-03285,4856.2,502880.14,0.3492,Fully Funded
SAV-03286,CUST-03286,485.2,25924.26,0.0995,Fully Funded
SAV-03287,CUST-03287,1223.11,76272.82,0.1712,Fully Funded
SAV-03288,CUST-03288,2325.36,124004.53,0.2703,Fully Funded
SAV-03289,CUST-03289,835.82,19721.66,0.1194,Partially Funded
SAV-03290,CUST-03290,437.38,23963.17,0.1007,Fully Funded
SAV-03291,CUST-03291,2351.56,165577.28,0.2045,Fully Funded
SAV-03292,CUST-03292,618.96,58383.27,0.1815,Fully Funded
SAV-03293,CUST-03293,792.69,51421.49,0.1367,Fully Funded
SAV-03294,CUST-03294,906.74,38536.31,0.1366,Fully Funded
SAV-03295,CUST-03295,684.06,20306.13,0.2405,Fully Funded
SAV-03296,CUST-03296,967.54,64411.51,0.1838,Fully Funded
SAV-03297,CUST-03297,1873.17,162570.46,0.1837,Fully Funded
SAV-03298,CUST-03298,721.42,68262.72,0.1702,Fully Funded
SAV-03299,CUST-03299,989.85,17091.26,0.1137,Low
SAV-03300,CUST-03300,723.42,25911.21,0.2169,Fully Funded
SAV-03301,CUST-03301,2085.83,80782.01,0.2384,Fully Funded
SAV-03302,CUST-03302,809.54,69254.16,0.1239,Fully Funded
SAV-03303,CUST-03303,2878.53,121410.82,0.2067,Fully Funded
SAV-03304,CUST-03304,1235.46,121663.52,0.2055,Fully Funded
SAV-03305,CUST-03305,1769.75,171888.03,0.1753,Fully Funded
SAV-03306,CUST-03306,442.39,17978.12,0.1087,Partially Funded
SAV-03307,CUST-03307,864.26,46096.86,0.1818,Fully Funded
SAV-03308,CUST-03308,310.89,20647.41,0.1058,Fully Funded
SAV-03309,CUST-03309,1159.05,42615.77,0.278,Fully Funded
